url,domain,time_delta_q1,time_delta_median,time_delta_q3,time_delta_max,time_delta_mean,time_delta_std,pkt_len_median,pkt_len_q3,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_count
https://github.com/15768365909,github.com,3e-06,6.4e-05,0.007975,0.438913,0.017592699680511182,0.05488854595368254,0.0,39.0,5312.0,263.93949044585986,770.7337358222775,314
https://github.com/CrownCress77,github.com,2e-06,6.1e-05,0.0038335,0.818197,0.01764442033898305,0.06815800670884818,24.0,474.0,10624.0,595.0945945945946,1244.2461407688352,296
https://github.com/Dev2-ATS,github.com,1.1e-05,6e-05,0.009284,1.010015,0.031572412429378534,0.1264961933784268,0.0,48.0,10624.0,470.9719101123595,1365.6172190760515,178
https://github.com/Flowseal,github.com,6e-06,6.1e-05,0.0014535,0.674235,0.00829165076660988,0.04343176545889105,0.0,1049.75,5312.0,605.2057823129252,1080.4238316736075,588
https://github.com/InfoYaseer,github.com,4.7e-05,0.000734,0.007835,0.197921,0.00828969310793238,0.019856351469273493,24.0,1328.0,2656.0,569.6311688311688,794.143543585086,770
https://github.com/Limhax1,github.com,9e-06,0.000139,0.0029839999999999997,0.635195,0.011002686390532545,0.04471942937850397,0.0,64.0,7968.0,306.15354330708664,835.2737259636812,508
https://github.com/MITARPALGROVER,github.com,9e-06,3.6e-05,0.0006447499999999999,0.736898,0.005530218806509946,0.046818372622836044,39.0,2656.0,9172.0,1129.7967479674796,1374.3032616692071,1107
https://github.com/MartiSuvik,github.com,4.4e-05,0.000609,0.005308,0.107308,0.006029379978471475,0.012293985924881871,0.0,624.0,2656.0,392.1559139784946,672.2495951530965,930
https://github.com/Mikolasch,github.com,2.5e-05,0.000552,0.001034,0.379853,0.0013899535600865283,0.006271043132404549,1328.0,1328.0,3984.0,859.620826141986,914.5792421705399,43455
https://github.com/NikolaiJDev,github.com,2e-06,6.1000000000000005e-05,0.001801,0.328658,0.008623605485232068,0.030228551450602884,39.0,1328.0,10624.0,702.1789473684211,1190.802099807546,475
https://github.com/Shocker,github.com,1.1e-05,9.35e-05,0.0017705,0.257903,0.0046790192307692305,0.016087591330664747,0.0,79.0,6640.0,327.39948783610754,739.2466811487762,781
https://github.com/Terryohana,github.com,2e-06,6.15e-05,0.0007132499999999999,0.816165,0.004291219844357977,0.0344231916767961,53.0,1428.0,5046.0,756.2050534499514,1000.9449114183467,1029
https://github.com/YasH-Bodhe,github.com,1.1e-05,8.1e-05,0.000628,0.634686,0.0022150228476821195,0.01858097551963173,82.0,2656.0,6640.0,1106.7805362462761,1221.7068409119133,3021
https://github.com/Youcef3939/TerraMind/stargazers,github.com,3.9750000000000004e-05,0.00043,0.0066715,0.206057,0.008575822183098592,0.018877121069747513,0.0,106.0,3984.0,384.5782073813708,731.3369784190586,569
https://github.com/astesin,github.com,8e-06,3.8e-05,0.004638,0.751823,0.026108141463414634,0.09603964490140889,0.0,119.75,5312.0,523.742718446602,1151.8508485848959,206
https://github.com/breadbaker,github.com,1e-05,0.000108,0.0018752500000000002,0.788558,0.0067853268292682924,0.03433623447550043,0.0,75.0,9296.0,596.3166869671132,1585.3178075094504,821
https://github.com/cmoulliard,github.com,8.75e-06,3.95e-05,0.000819,0.899249,0.013222276162790697,0.0689017302624729,39.0,490.0,10624.0,905.6869565217391,2154.3247122178204,345
https://github.com/collections,github.com,1e-06,4.3e-05,0.0004925,0.07662,0.0014052128913443832,0.0046682977117760245,49.0,1329.5,10624.0,827.929675994109,1411.6316606427345,2716
https://github.com/customer-stories,github.com,1e-05,5.05e-05,0.0011214999999999999,0.242865,0.004653128172588832,0.019670668239181073,24.0,1328.0,6640.0,683.7072243346007,1218.531409588331,789
https://github.com/davaya,github.com,4e-06,4.4e-05,0.001299,0.450001,0.010067454965357967,0.044464651155423966,0.0,48.75,7690.0,390.06912442396316,978.0155780770351,434
https://github.com/dbuzatto,github.com,1.3e-05,4.7e-05,0.0007715,0.394903,0.007717475138121547,0.035337241441416395,39.0,1328.0,10624.0,1183.6011029411766,2252.451255061036,544
https://github.com/dentunc/crud-api-go,github.com,2e-06,4.7e-05,0.000558,0.32108,0.006432941176470588,0.02545172949999813,31.0,624.0,6640.0,597.9985673352436,1078.4246580930092,698
https://github.com/desktop/desktop/blob/development/tsconfig.json,github.com,1e-05,0.000129,0.002066,0.425882,0.006251330365974283,0.02392887442830528,0.0,61.75,10624.0,584.2154150197629,1697.902048998004,1012
https://github.com/dzhhem/ReactNativeLabWorks/stargazers,github.com,1e-05,0.000172,0.00828075,0.456276,0.03251085465116279,0.09327653239141692,0.0,87.0,9744.0,560.1329479768787,1716.8886914222783,173
https://github.com/erwanor,github.com,2e-06,6.1e-05,0.00108,0.627232,0.0075114971751412424,0.03351158735908088,31.0,492.0,10624.0,585.8194640338505,1109.905165243997,709
https://github.com/exvuma,github.com,9e-06,4.3e-05,0.001967,0.287056,0.010187922048997773,0.03426138753673836,0.0,53.0,9296.0,596.7266666666667,1509.4685958397026,450
https://github.com/finlayconnor27,github.com,2e-06,6.7e-05,0.0014632500000000001,0.704816,0.005382948616600791,0.027686671640940207,39.0,1328.0,5312.0,629.5340572556762,997.3925839293659,1013
https://github.com/gabrielprogramercs,github.com,2.75e-06,8.1e-05,0.0010155,0.419196,0.0065260064935064935,0.025938451389372327,24.0,690.0,8689.0,642.8962162162162,1190.1778724229189,925
https://github.com/giantroi123,github.com,8e-06,4.3e-05,0.0010817499999999998,0.454304,0.0031295025746652934,0.017745171483929616,0.0,109.0,10624.0,507.8080288214102,1222.5984878569793,1943
https://github.com/giorgi02,github.com,3e-06,7.4e-05,0.001824,0.563148,0.006376518284993695,0.026922668835335645,0.0,47.5,6640.0,308.0755667506297,848.9321973781322,794
https://github.com/gpbl,github.com,9e-06,5e-05,0.000876,0.54585,0.011297022883295194,0.04623135392152069,0.0,1328.0,7968.0,1004.5456621004566,1666.245784025977,438
